# Beatmap generated from 'BTS.mp3'
# Total notes: 952
92,0
208,1
3459,1
5712,0
5712,1
5828,2
5828,3
9148,0
9148,1
10123,0
10657,0
10797,1
10797,2
11075,0
12097,0
13142,3
13328,3
14140,2
14907,0
14907,1
15325,0
15650,1
16509,0
16509,1
16834,3
17972,3
18483,0
18483,3
18738,3
19226,0
19481,0
19713,2
19969,0
20178,3
20433,1
21199,1
21199,3
21478,2
21664,1
21966,2
22221,3
22523,3
23637,1
23916,3
24218,0
24543,1
24961,3
25193,0
25332,1
25425,0
26702,1
26702,3
27469,2
27724,0
27956,0
29210,3
29466,3
29651,3
31207,0
31463,1
31718,3
31927,1
31927,3
32925,1
33343,3
33715,0
33924,0
33924,2
34179,1
34179,3
34319,1
34319,2
34458,0
34458,3
34620,1
35224,0
35224,1
35433,0
35433,2
35572,0
35572,3
35967,2
36176,2
36316,0
36316,3
36455,3
36687,2
37198,2
37430,0
37616,0
37894,0
37894,1
38196,3
38452,0
38707,2
39218,3
39473,1
39938,1
40193,2
40472,2
41447,0
41703,2
41935,1
41935,3
42329,1
42446,2
42678,0
43189,0
43467,2
43607,0
43978,0
44303,1
44303,2
44442,1
44698,3
45209,0
45464,1
45952,1
45952,3
46230,1
46230,2
46323,2
46463,3
46695,1
47206,2
47461,3
47833,1
48181,1
48320,2
48715,3
49435,1
49713,0
49713,3
49946,3
50178,0
50178,3
50433,0
50433,3
50944,0
51223,3
51432,2
51943,2
52198,1
52314,1
52453,0
52732,0
53243,0
53475,3
53614,0
53614,1
53823,1
54706,0
55217,2
55727,1
55960,0
55960,1
56470,0
56981,3
57190,1
57446,0
57957,0
57957,2
58165,2
58444,1
58444,3
58607,0
58723,1
58839,3
59187,1
59443,0
59443,3
59675,0
59953,3
60441,0
60720,2
60836,2
61231,3
61323,1
61463,0
61463,3
61788,0
61974,0
62159,0
62159,2
62461,3
63460,0
63460,3
63692,1
63692,3
63924,3
64179,3
64481,0
64481,3
64969,0
65085,1
65224,3
65596,0
65596,3
65712,1
65967,2
66339,2
66966,1
67082,0
67082,1
67732,1
67732,3
67941,2
68452,3
68940,3
69079,3
69427,0
69706,1
69706,3
70820,1
71447,1
71447,2
71842,2
72353,0
72817,2
72817,3
72933,1
73166,2
73328,2
73328,3
73955,0
75464,3
75697,2
75697,3
75952,2
76347,2
76347,3
76811,0
76811,2
77090,2
77438,3
77717,3
78158,1
78831,0
78831,1
79087,2
79458,3
80341,2
80457,2
80828,2
80967,0
81409,0
81943,0
81943,3
82407,1
82407,3
82686,1
82825,2
83173,0
83429,2
83429,3
83684,1
83963,0
84172,0
84172,2
84311,3
84450,1
84683,1
84961,1
85077,2
85194,3
85472,1
85611,1
85611,3
85983,3
86471,0
86633,1
86633,3
86819,2
86819,3
87190,0
87469,2
87632,1
87957,0
87957,2
88328,0
88328,1
88444,2
88444,3
88677,3
89420,0
89675,2
89675,3
89930,0
90464,1
90557,1
91091,3
91184,0
91602,1
92160,1
92299,0
92299,2
92438,3
92694,0
92694,2
92926,2
93181,1
93437,1
93669,2
93669,3
93947,2
93947,3
94180,0
94180,3
94319,2
94319,3
94481,3
94690,0
95108,2
95108,3
95178,2
95457,0
95457,3
95689,2
95921,0
95921,3
96223,0
96293,2
96711,1
96827,0
96827,3
96966,0
96966,2
97221,0
97477,0
98429,2
98708,0
99102,0
99195,0
99590,2
99822,3
100310,0
100310,1
100472,0
100472,2
100588,0
100728,0
101076,0
101192,0
101471,0
103073,0
103189,0
103444,0
103444,2
103677,0
103932,1
104234,0
104327,3
104466,0
104466,1
104814,0
104814,2
104930,1
104930,3
105418,0
105674,1
105929,2
106463,1
106463,3
106718,3
107206,2
107438,3
107717,0
108321,0
108321,2
109064,2
109180,3
109435,3
109691,2
109946,3
110341,1
110712,0
110712,1
110805,0
111084,2
111432,1
111687,0
111687,3
111943,0
111943,2
112314,2
112570,3
112686,3
112825,2
112941,1
113197,0
113197,1
113313,3
113429,0
113684,0
113684,2
113940,3
114358,1
114915,3
115147,0
115147,2
115426,0
115426,2
115519,1
116053,0
