2000,1
3000,2
4000,0
5000,3
6500,1
7000,2
8000,1
8500,2
9500,0
10000,3
11000,0
11500,3
13000,1
13250,2
13500,1

15000,0
15500,1
16000,2
16500,3
17500,2
18000,1
18500,0
19500,3
20000,2
20500,1
21000,0
22000,1
22000,2
23000,0
23500,3
24500,1
25000,2
26000,0
26000,3
27500,1
28000,2
28500,1
29000,2
30000,0
30500,3
31500,1
31500,2

35000,0
35250,1
35500,2
35750,3
36500,0
36500,2
37000,1
37000,3
38000,0
38500,1
39000,2
39500,3
40000,0
40000,3
41000,1
41000,2
42000,0
42500,1
43000,2
43500,3
44500,0
44500,2
45000,1
45000,3
46000,0
46250,1
46500,0
47000,3
47250,2
47500,3
48500,1
49000,2
49500,0
50000,3
51000,0
51000,3
52000,1
52000,2

55000,0
55500,2
56000,1
56500,3
57500,0
57500,3
58500,1
59000,2
59500,1
60500,0
61000,3
62000,1
62000,2
63000,0
63250,1
63500,2
63750,3
64500,2
65000,1
66000,0
66000,3
67000,1
67500,2
68000,1
68500,2
69500,0
70000,3
71000,1
71250,2
72000,0
72250,3
73000,1
73000,2

75000,0
75125,1
75250,0
75500,3
75625,2
75750,3
76500,0
76500,2
77000,1
77000,3
78000,0
78250,1
78500,2
78750,3
79250,0
79500,1
79750,2
80250,0
80250,3
81000,1
81000,2
82000,0
82125,3
82250,0
82375,3
83000,1
83250,2
83500,1
84000,0
84000,3
85500,0
85750,1
86000,2
86250,3
86500,0
86750,1
87000,2
87250,3
88000,0
88000,3
89000,1
89000,2
90000,0
90500,1
91000,2
91500,3
92000,0
92000,2
92500,1
92500,3
93000,0
93500,1
94000,2
94500,3

95000,0
95500,1
96000,2
96500,3
97000,0
97125,1
97250,2
97375,3
98000,0
98000,2
98250,1
98250,3
98500,0
98500,2
98750,1
98750,3
100000,0
100125,0
100250,0
100500,3
100625,3
100750,3
101500,0
101750,1
102000,2
102250,3
102500,0
102750,1
103000,2
103250,3
104000,0
104000,3
104500,1
104500,2
105000,0
105000,3
105500,1
105500,2
106000,0
106125,1
106250,2
106375,3
106500,0
106625,1
106750,2
107000,3
107500,0
107750,3
108000,1
108250,2
109000,0
109000,2
109500,1
109500,3
110000,0
110250,3
110500,1
110750,2
111500,0
111625,0
111750,0
112000,1
112125,1
112250,1
113000,2
113000,3
113500,2
113500,3
114000,0
114000,1

115000,0
115000,3
116500,1
116500,2
118000,0
118000,1
118000,2
118000,3
